Plant_Name,Nutrient_Requirement (mg/L),Hormone_Requirement (mg/L),Temperature (°C),pH_Level,Light_Intensity (lux),Contamination_Sensitivity,Recommended_Media
Fern,61.8,0.7,17.54,5.6,2512.01,Medium,B5
Rose,123.67,3.92,22.47,6.99,4327.89,High,Nitsch
Tomato,96.1,1.03,24.01,5.5,2630.82,Medium,B5
Bamboo,143.78,2.39,16.23,5.27,2687.68,Low,Nitsch
Fern,13.54,0.41,22.0,6.42,2014.6,Low,Gamborg
Bamboo,197.57,1.45,16.26,7.39,1008.23,High,Nitsch
Orchid,109.38,4.04,29.07,5.97,3481.93,High,Gamborg
Fern,25.38,0.71,20.53,5.81,1922.57,High,White
Apple,40.13,0.69,25.4,5.77,2990.85,Low,Gamborg
Orchid,112.38,3.48,18.6,5.43,4963.21,Medium,Nitsch
Tulip,86.01,0.95,23.31,5.86,2523.23,Medium,Gamborg
Tulip,75.3,0.5,26.31,6.78,1053.2,High,B5
Cactus,190.04,1.18,24.43,5.03,2422.25,Low,Nitsch
Cactus,127.09,0.68,29.36,5.61,2865.24,Low,Gamborg
Fern,75.26,0.71,18.41,5.54,2332.68,High,Murashige & Skoog
Tulip,38.29,0.99,17.93,7.01,1191.67,Medium,Gamborg
Fern,68.85,0.96,16.6,7.12,1670.83,Low,Nitsch
Rose,181.45,2.64,25.89,5.25,4511.07,Medium,B5
Fern,76.74,0.19,23.62,6.52,2860.7,Low,Gamborg
Mango,89.98,0.11,26.61,6.18,2047.76,High,B5
Mango,58.35,0.25,18.57,5.17,1132.57,High,Nitsch
Orchid,114.6,4.0,29.33,5.02,3387.38,Low,White
Fern,62.62,0.35,22.63,5.63,2805.83,High,Murashige & Skoog
Tomato,92.68,0.92,15.85,6.85,2016.42,Low,White
Apple,78.59,0.47,22.14,6.7,2753.31,Medium,Murashige & Skoog
Fern,21.19,0.87,27.51,5.97,2168.56,High,Murashige & Skoog
Rose,136.17,1.8,28.41,7.5,4100.51,Medium,Nitsch
Apple,79.92,0.6,15.89,6.76,1766.31,Medium,B5
Bamboo,160.42,0.9,18.91,5.72,1323.56,High,Nitsch
Orchid,399.32,2.84,25.59,6.99,3752.07,High,White
Tomato,193.03,2.27,16.94,5.1,2360.67,High,Nitsch
Bamboo,59.05,0.82,20.28,6.09,2038.76,Medium,White
Apple,37.61,0.13,22.51,5.99,2114.05,Low,White
Wheat,94.01,0.66,23.72,6.63,2572.93,High,Murashige & Skoog
Apple,28.08,0.13,20.55,7.12,1139.71,Medium,Nitsch
Mango,27.56,0.8,18.93,6.12,1303.34,Low,Gamborg
Rose,125.97,1.57,28.47,6.88,3731.02,Medium,B5
Wheat,30.91,0.18,18.95,5.31,1339.39,High,B5
Fern,49.42,0.39,21.18,7.28,1328.34,Medium,Gamborg
Tomato,162.99,2.08,21.57,6.28,2864.97,Medium,Nitsch
Bamboo,176.44,1.78,15.13,5.67,1704.09,High,Nitsch
Cactus,185.49,0.72,27.65,5.22,1050.19,Medium,Gamborg
Apple,64.54,0.35,17.69,5.18,2174.69,Medium,White
Apple,42.03,0.67,28.7,7.17,2790.38,Medium,Nitsch
Bamboo,99.62,1.78,25.35,5.08,2279.52,High,B5
Mango,73.3,0.37,19.09,6.1,1377.33,High,Murashige & Skoog
Rose,298.05,1.79,26.26,5.43,3126.77,Medium,Gamborg
Tomato,133.03,0.88,20.23,7.36,1570.01,High,Nitsch
Mango,99.22,0.33,22.1,6.12,1368.31,Low,Gamborg
Bamboo,191.71,2.48,16.52,7.09,1764.23,Low,Nitsch
Cactus,106.26,1.3,17.38,6.43,2093.43,Medium,Nitsch
Mango,58.76,0.98,25.72,6.2,2832.17,Medium,B5
Tulip,59.28,0.26,26.51,7.42,1721.64,High,Murashige & Skoog
Orchid,338.25,3.47,15.96,7.1,3374.18,Medium,Murashige & Skoog
Rose,213.0,3.47,16.17,5.86,4604.71,Medium,Gamborg
Tulip,91.41,0.62,28.93,7.46,1907.79,Medium,B5
Bamboo,169.62,1.86,26.56,6.0,2670.01,Medium,Murashige & Skoog
Fern,30.16,0.74,28.45,5.24,2728.43,Low,White
Rose,283.48,3.75,15.57,5.73,4818.68,Low,Gamborg
Fern,77.79,0.62,25.45,6.03,2728.88,Medium,Murashige & Skoog
Apple,71.28,0.19,24.48,7.2,1356.57,Medium,White
Orchid,148.52,3.2,16.89,7.17,4674.01,High,Nitsch
Wheat,53.42,0.34,22.1,5.05,1103.22,Medium,Gamborg
Fern,89.13,0.85,23.82,5.25,1647.82,Low,B5
Cactus,55.07,1.25,22.62,6.83,1574.26,High,B5
Mango,74.47,0.37,25.74,6.77,2189.33,Low,B5
Tulip,63.55,0.12,20.98,6.91,1799.02,Low,B5
Bamboo,65.69,1.69,17.54,6.73,2474.49,Medium,Murashige & Skoog
Mango,68.87,0.36,29.81,7.38,2148.88,High,B5
Wheat,47.44,0.27,22.8,6.24,1425.63,Low,Nitsch
Orchid,118.51,2.54,21.15,5.8,3515.89,Medium,Nitsch
Apple,46.31,0.91,18.37,6.71,1283.57,High,Gamborg
Wheat,40.21,0.45,17.32,5.59,1849.26,Low,White
Wheat,84.01,0.75,16.92,5.31,2791.3,Low,White
Bamboo,69.55,2.3,18.46,5.09,2848.48,High,White
Wheat,32.21,0.25,25.11,6.05,2075.58,High,White
Bamboo,60.46,1.17,24.93,6.84,2476.99,Medium,B5
Rose,162.97,3.46,18.18,6.27,3814.06,Low,Nitsch
Wheat,36.29,0.48,20.19,5.95,2470.87,Medium,Nitsch
Mango,71.03,0.82,27.71,5.4,1276.52,High,White
Wheat,73.44,0.77,18.11,7.12,1841.94,Medium,Murashige & Skoog
Wheat,14.56,0.45,15.4,7.26,1040.29,High,Murashige & Skoog
Mango,66.43,0.59,24.89,7.23,1909.89,Low,Nitsch
Fern,83.08,0.14,18.64,6.93,1752.31,Medium,Nitsch
Tomato,120.45,0.98,29.18,6.84,2280.25,High,B5
Cactus,72.97,0.79,21.31,5.39,2709.05,High,B5
Rose,322.97,4.21,23.16,5.37,4573.73,Low,Murashige & Skoog
Orchid,385.73,2.01,18.99,6.58,4852.38,Low,Murashige & Skoog
Fern,72.87,0.27,19.75,5.34,1664.5,Low,Murashige & Skoog
Wheat,72.81,0.27,26.38,6.99,1473.4,Low,Murashige & Skoog
Fern,90.12,0.86,16.76,7.41,1527.9,High,Nitsch
Bamboo,106.67,1.77,22.59,7.07,2282.6,Low,Nitsch
Mango,60.17,0.16,23.71,5.97,1196.8,Low,Murashige & Skoog
Tomato,171.11,2.07,16.95,5.99,2969.49,Medium,Nitsch
Mango,73.83,0.96,21.75,5.34,2337.9,Low,Nitsch
Orchid,341.0,2.69,16.45,5.42,4965.31,Low,Nitsch
Tulip,84.27,0.85,21.25,6.82,1894.48,High,Gamborg
Orchid,170.64,2.58,20.59,7.25,4008.97,Low,Nitsch
Rose,125.94,1.09,25.32,6.31,4752.04,Low,White
Tulip,17.38,0.21,15.17,6.68,1528.91,Medium,Gamborg
Rose,110.92,2.98,18.23,5.02,3592.11,Medium,Nitsch
Tulip,45.49,0.22,23.7,6.78,2351.08,Low,Gamborg
Fern,81.26,0.91,16.3,7.12,2817.94,High,Murashige & Skoog
Tulip,76.87,0.38,19.43,7.24,1355.14,Medium,Murashige & Skoog
Bamboo,159.93,1.38,26.37,6.27,1598.85,Low,White
Rose,372.74,2.93,19.77,6.5,4349.78,Low,Nitsch
Mango,70.44,0.21,18.58,7.37,1608.35,Medium,Murashige & Skoog
Mango,95.42,0.75,25.87,6.48,1284.42,Medium,B5
Bamboo,106.1,1.02,15.94,6.98,2236.44,Medium,Nitsch
Wheat,21.66,0.83,22.26,5.37,1930.49,Low,B5
Bamboo,193.66,1.22,15.7,7.43,2589.68,High,Nitsch
Tulip,46.8,0.88,20.36,6.42,2069.71,High,Nitsch
Wheat,38.18,0.5,20.35,6.08,1142.53,Low,Nitsch
Fern,71.57,0.67,26.45,7.36,2721.24,Medium,White
Fern,38.07,0.63,27.84,6.75,2086.03,Low,Murashige & Skoog
Fern,12.97,0.61,26.84,5.61,2047.79,High,Gamborg
Tulip,12.72,0.98,16.72,5.36,1968.3,High,Gamborg
Mango,16.62,0.96,18.25,7.43,2082.65,Medium,Murashige & Skoog
Bamboo,57.93,1.09,21.91,5.67,1097.94,High,Nitsch
Wheat,43.57,0.24,29.67,6.46,1384.71,High,B5
Fern,88.12,0.18,18.54,5.23,1207.57,High,Nitsch
Apple,82.43,0.75,24.29,6.04,2584.88,Medium,B5
Wheat,33.56,0.8,28.36,6.26,2559.57,High,Murashige & Skoog
Cactus,145.43,1.48,16.75,6.84,2678.16,High,Nitsch
Fern,38.0,0.79,28.16,7.28,1757.73,High,Gamborg
Wheat,74.3,0.23,15.91,5.33,2901.88,Low,Murashige & Skoog
Apple,62.53,0.28,15.1,6.9,1309.73,Low,White
Tulip,17.83,0.3,24.16,5.85,2064.29,Low,B5
Rose,293.51,1.02,27.8,5.19,4801.31,Medium,Gamborg
Apple,56.1,0.77,20.94,5.33,2358.91,Medium,Murashige & Skoog
Orchid,240.82,2.04,17.42,5.47,4449.95,Low,Gamborg
Tulip,98.3,0.32,29.35,6.29,1292.05,High,White
Wheat,84.83,0.77,24.83,5.43,1216.68,Low,Gamborg
Bamboo,108.45,1.52,29.3,6.34,2990.15,High,B5
Bamboo,124.58,0.55,29.58,7.41,1766.54,High,Nitsch
Mango,82.66,0.94,23.36,6.7,1333.35,Low,Murashige & Skoog
Cactus,71.87,0.58,22.08,5.72,2973.45,Medium,Gamborg
Rose,324.74,3.64,23.43,6.04,4342.21,Medium,Murashige & Skoog
Cactus,75.15,0.68,18.03,5.26,2041.97,Low,White
Fern,26.52,0.43,21.32,5.84,2596.49,Low,Murashige & Skoog
Apple,91.37,0.64,24.22,6.8,2362.47,Low,Nitsch
Tomato,182.52,1.36,17.58,7.46,1353.27,Low,Nitsch
Cactus,66.48,1.47,16.58,6.25,2640.59,High,B5
Tulip,44.27,0.27,22.25,7.31,1342.71,Low,Murashige & Skoog
Tomato,70.52,2.2,29.54,5.73,1607.07,Low,Nitsch
Rose,103.13,1.9,25.59,6.01,3660.59,High,Nitsch
Rose,384.4,2.09,28.69,6.84,3308.43,High,Gamborg
Apple,81.04,0.26,24.42,5.45,2893.3,Low,Murashige & Skoog
Bamboo,78.05,1.83,22.15,6.84,1561.58,Medium,Murashige & Skoog
Wheat,58.93,0.96,24.42,5.12,2977.52,Low,Nitsch
Apple,36.49,0.26,17.67,7.15,2745.83,Low,B5
Apple,53.83,0.49,21.11,5.91,2052.01,High,White
Wheat,90.7,0.39,23.67,5.75,2506.7,Medium,Gamborg
Tulip,66.32,0.92,15.08,7.23,2442.92,High,White
Bamboo,98.1,2.15,20.27,6.81,2554.7,Low,B5
Cactus,60.13,1.16,29.54,6.98,1960.67,Low,Nitsch
Rose,105.21,3.87,16.49,6.3,4131.69,High,Nitsch
Tomato,184.17,0.86,22.72,5.3,1558.91,Low,Nitsch
Tulip,17.0,0.7,28.51,7.42,1433.26,Low,White
Tulip,38.0,0.16,15.16,5.71,1947.46,High,Murashige & Skoog
Tomato,117.48,1.15,19.23,6.35,1967.19,High,Nitsch
Apple,17.93,0.82,22.22,7.05,2649.19,Medium,Nitsch
Fern,12.0,0.53,21.12,7.42,1360.15,Low,White
Rose,257.75,1.38,29.47,7.23,4299.62,High,Gamborg
Bamboo,98.73,1.24,22.21,5.42,2155.02,Medium,Murashige & Skoog
Apple,71.63,0.58,28.72,7.08,2453.46,Low,Nitsch
Tulip,94.13,0.41,17.79,7.36,1922.53,Medium,B5
Wheat,64.54,0.29,27.27,7.19,1420.97,Medium,Nitsch
Tulip,45.38,0.19,29.36,5.12,1802.74,High,Murashige & Skoog
Bamboo,174.2,0.9,22.86,6.12,2328.88,Low,Nitsch
Orchid,365.2,3.04,28.16,5.85,4307.04,Medium,Murashige & Skoog
Bamboo,161.59,1.22,29.98,5.7,2180.01,Low,White
Fern,61.08,0.42,23.75,6.4,2084.51,Medium,Nitsch
Tomato,116.39,2.25,29.49,5.64,1134.83,High,Nitsch
Orchid,359.55,4.33,26.3,6.17,4515.09,Low,Murashige & Skoog
Mango,89.21,0.9,21.82,7.15,1202.91,High,Gamborg
Rose,295.55,1.61,22.08,5.24,4204.2,Medium,Gamborg
Tulip,76.39,0.44,29.91,6.66,2630.5,High,Nitsch
Tomato,173.99,0.85,20.61,5.78,1388.25,Medium,Nitsch
Apple,95.31,0.58,19.3,5.89,2226.15,High,White
Wheat,34.67,0.41,25.59,6.46,1186.97,Medium,Gamborg
Tomato,62.44,1.9,25.62,5.05,2285.51,Medium,White
Tomato,154.42,0.87,17.37,6.42,2267.04,Low,Nitsch
Bamboo,185.5,1.29,27.66,6.36,1941.16,Medium,White
Cactus,172.51,1.51,28.62,5.22,1626.83,Medium,Gamborg
Cactus,198.02,1.12,22.78,6.34,2541.6,Low,Nitsch
Bamboo,151.39,1.32,28.44,6.03,2420.59,Low,Murashige & Skoog
Rose,304.19,2.65,24.71,5.64,3869.48,High,Gamborg
Apple,87.8,0.12,17.94,6.15,2331.79,Medium,Murashige & Skoog
Bamboo,70.07,1.73,23.67,6.19,2719.59,Medium,Gamborg
Tomato,98.52,0.52,23.15,5.95,2627.89,High,Nitsch
Bamboo,60.78,1.63,27.69,7.47,2397.45,High,White
Tulip,93.9,0.56,27.71,6.54,2109.2,Low,B5
Orchid,374.87,4.68,25.56,6.59,4063.05,Low,Murashige & Skoog
Fern,21.13,0.54,17.39,6.44,2291.41,Low,Murashige & Skoog
Orchid,117.32,1.45,17.3,7.47,3688.99,Low,Nitsch
Wheat,68.7,0.26,28.79,7.0,1460.64,High,B5
Apple,32.95,0.28,22.34,5.03,2351.47,High,B5
Bamboo,179.2,0.94,16.54,6.54,1347.67,Low,Nitsch
Cactus,114.0,0.94,20.42,5.65,1185.27,High,Nitsch
Wheat,96.97,0.41,25.43,7.03,1558.21,High,Murashige & Skoog
Fern,86.45,0.63,15.1,6.08,2400.68,High,Nitsch
Apple,40.43,0.12,16.9,6.14,2796.38,Low,Nitsch
Tulip,51.22,0.61,21.25,6.31,2905.19,Medium,Nitsch
Apple,40.38,0.83,15.85,5.83,1188.72,Low,Gamborg
Fern,60.13,0.63,19.99,5.31,2365.46,High,B5
Bamboo,75.05,1.84,20.87,6.16,2843.13,Low,Nitsch
Cactus,114.21,2.23,15.0,6.51,1019.61,Medium,Nitsch
Tomato,54.45,1.09,27.18,7.3,1824.6,Low,Gamborg
Tulip,12.01,0.97,15.28,7.1,2922.49,Low,White
Orchid,178.41,4.05,22.65,6.14,4168.28,Medium,Nitsch
Tomato,199.72,1.77,28.1,7.07,2532.0,Low,B5
Tulip,39.53,0.2,20.14,6.61,1461.25,Medium,Murashige & Skoog
Wheat,70.48,0.18,18.08,5.5,1216.85,High,Murashige & Skoog
Wheat,46.78,0.5,18.79,5.0,1220.9,Low,Nitsch
Mango,92.16,0.73,18.27,5.79,1060.41,High,White
Cactus,154.25,2.43,24.76,5.88,2271.89,Medium,Nitsch
Tomato,124.37,0.73,16.31,6.95,1311.93,High,Nitsch
Cactus,174.64,1.72,24.07,6.2,2137.99,Low,Nitsch
Cactus,100.92,1.97,22.3,6.05,1697.03,Medium,Nitsch
Apple,42.81,0.26,19.97,7.38,2366.64,Medium,Gamborg
Cactus,157.23,1.44,29.91,6.83,2035.83,Low,Murashige & Skoog
Orchid,259.08,3.22,21.77,5.45,3446.74,Low,Gamborg
Wheat,86.49,0.92,17.7,5.79,2300.61,Low,Murashige & Skoog
Tomato,114.95,1.32,16.76,6.56,1351.57,Medium,Nitsch
Orchid,142.65,1.1,20.68,5.54,3983.72,High,Nitsch
Orchid,324.97,4.62,18.17,7.09,3262.38,Medium,Murashige & Skoog
Bamboo,134.21,1.11,15.63,5.74,2809.74,Low,Nitsch
Apple,78.74,0.75,16.59,5.82,1378.71,Medium,Nitsch
Tomato,80.24,0.83,16.37,6.32,1645.28,High,Nitsch
Tomato,185.09,0.59,22.74,6.13,2857.56,Medium,Nitsch
Wheat,41.42,0.74,23.74,5.87,2570.5,Low,Gamborg
Wheat,33.19,0.31,18.58,6.23,2166.45,High,B5
Orchid,273.82,4.92,19.21,5.16,4032.02,Medium,Gamborg
Apple,50.89,0.66,24.23,5.98,2725.75,High,White
Cactus,153.59,1.41,25.34,6.19,2954.67,Medium,Gamborg
Rose,119.49,3.74,21.81,7.06,4579.23,Medium,Nitsch
Wheat,59.71,0.84,24.49,6.67,1507.34,Low,B5
Cactus,66.95,1.79,29.76,6.5,2382.11,Low,B5
Tomato,196.37,1.59,21.25,7.15,2939.46,Low,Nitsch
Orchid,273.45,4.17,23.0,6.02,4310.46,Medium,Gamborg
Rose,204.74,4.97,24.55,7.18,4615.54,Low,Gamborg
Cactus,176.11,1.07,24.56,6.48,2244.84,Medium,Nitsch
Tomato,189.85,1.02,19.78,6.67,1156.38,Medium,Nitsch
Mango,32.42,0.43,18.49,7.05,1335.22,High,Nitsch
Tomato,192.16,1.18,21.68,5.42,2730.7,High,Nitsch
Wheat,79.15,0.17,26.43,5.11,1211.19,Medium,Nitsch
Bamboo,151.93,0.81,18.39,5.71,1247.35,Low,Nitsch
Tulip,15.54,0.87,28.37,5.86,1328.34,Medium,B5
Apple,56.51,0.11,28.83,5.16,2877.24,Medium,Murashige & Skoog
Mango,70.56,0.6,29.26,5.65,2717.78,Low,Nitsch
Tulip,57.62,0.42,15.9,6.71,1556.89,Medium,Gamborg
Wheat,21.95,0.6,22.64,5.89,2325.64,High,White
Tulip,29.06,0.22,28.64,6.15,2526.83,Medium,Murashige & Skoog
Bamboo,124.23,1.13,15.07,5.46,1437.55,High,Nitsch
Mango,88.98,0.48,25.19,5.05,2627.85,Medium,B5
Bamboo,56.79,1.32,27.79,5.95,2817.21,High,Murashige & Skoog
Orchid,191.58,4.64,15.45,6.91,4812.86,High,Nitsch
Tomato,152.36,0.7,18.12,5.46,2039.16,Medium,Nitsch
Cactus,131.78,0.54,26.16,5.47,2649.77,Low,White
Tulip,19.29,0.96,29.52,7.32,1925.09,Low,B5
Rose,195.61,1.27,28.52,6.59,3414.31,Medium,White
Fern,16.48,0.98,15.9,7.14,2536.32,High,B5
Wheat,10.55,0.28,22.41,6.14,2170.59,Low,Nitsch
Mango,24.43,0.82,19.99,5.72,2528.62,Low,Nitsch
Tulip,26.5,0.53,28.01,7.11,2930.14,Low,White
Cactus,173.32,1.9,17.74,6.0,2858.32,Medium,Nitsch
Tulip,87.77,0.57,25.59,5.93,2064.97,High,Murashige & Skoog
Mango,20.96,0.81,27.66,6.67,1316.39,High,Murashige & Skoog
Tomato,124.15,0.57,19.02,6.49,1647.93,Low,Nitsch
Bamboo,190.51,1.38,22.98,6.58,2329.07,Medium,Nitsch
Rose,151.2,1.09,23.57,6.29,4379.31,Medium,Nitsch
Orchid,359.78,2.14,28.17,5.2,4600.93,High,B5
Cactus,84.52,1.22,28.65,6.16,2188.76,High,Nitsch
Cactus,54.42,2.48,25.74,6.06,1382.66,Medium,Nitsch
Mango,30.65,0.44,23.89,6.68,2290.34,Low,Nitsch
Mango,19.1,0.59,23.76,5.54,1783.39,High,Murashige & Skoog
Bamboo,125.62,1.95,27.4,5.51,1436.43,Medium,White
Cactus,139.72,1.25,21.79,7.4,2109.89,Low,Nitsch
Cactus,108.78,0.63,23.6,5.9,1701.8,Medium,Nitsch
Mango,39.0,0.18,19.49,7.1,2567.35,Low,B5
Tulip,59.83,0.37,16.15,6.55,1976.32,Low,Gamborg
Rose,199.92,4.48,20.93,7.18,3054.71,Medium,Nitsch
Tulip,48.82,0.47,23.95,6.52,1030.07,Low,B5
Bamboo,151.7,1.65,26.36,6.85,2706.37,Medium,Gamborg
Bamboo,56.75,0.92,22.6,5.41,2778.77,Medium,Gamborg
Wheat,94.92,0.43,24.97,5.86,2614.49,High,Gamborg
Orchid,115.04,3.02,18.79,6.19,3836.77,Low,Nitsch
Mango,52.66,0.85,24.99,6.08,2810.48,Low,Murashige & Skoog
Orchid,370.33,4.57,26.83,6.73,4310.16,Medium,Murashige & Skoog
Rose,105.39,2.71,21.16,7.37,3482.07,Medium,Nitsch
Wheat,22.8,0.57,20.86,6.89,1646.36,Medium,B5
Fern,56.31,0.37,24.66,7.27,1013.83,Low,B5
Fern,28.83,0.31,15.75,5.47,1757.63,Medium,B5
Bamboo,107.2,1.43,19.48,5.93,1156.21,High,Nitsch
Cactus,100.32,2.09,17.74,5.87,1129.84,Medium,Nitsch
Wheat,49.98,0.35,19.31,6.75,1008.56,Low,B5
Tulip,13.83,0.22,22.29,5.52,2607.32,Medium,Murashige & Skoog
Rose,238.85,2.02,23.84,6.79,3741.9,Low,Gamborg
Mango,23.38,0.59,20.23,6.76,1037.62,High,Gamborg
Cactus,61.4,1.81,16.66,7.26,1699.96,High,Gamborg
Apple,59.19,0.94,28.52,5.16,1756.52,Low,Gamborg
Apple,76.5,0.41,20.74,6.64,1388.45,High,Nitsch
Mango,21.16,0.42,29.06,5.3,2636.64,Low,Gamborg
Tomato,75.51,0.8,17.44,6.67,2495.58,Low,B5
Mango,51.58,0.52,19.05,5.82,2693.64,High,Murashige & Skoog
Wheat,37.47,0.41,23.4,5.26,2844.12,Medium,White
Wheat,38.67,0.94,26.14,5.33,1952.01,Medium,Gamborg
Tulip,98.02,0.39,20.28,6.5,1958.61,Medium,Gamborg
Wheat,49.66,0.25,18.04,5.19,2484.82,Medium,B5
Cactus,162.48,1.93,23.66,6.43,1180.66,Low,Nitsch
Mango,18.42,0.84,25.25,6.13,1494.85,High,B5
Rose,176.62,3.89,19.92,5.34,3963.31,Medium,Nitsch
Rose,354.9,4.4,21.31,6.98,4700.46,Low,Murashige & Skoog
Orchid,195.62,3.81,28.57,7.43,3580.45,Low,Murashige & Skoog
Tulip,80.54,0.73,25.71,5.1,1884.08,Medium,B5
Cactus,84.42,1.66,27.06,6.88,2237.78,Low,Nitsch
Mango,81.2,0.98,21.98,6.84,2713.44,High,White
Orchid,264.31,3.97,25.43,7.03,3622.29,Medium,Gamborg
Wheat,32.58,0.56,23.67,5.61,2845.2,Medium,Gamborg
Rose,230.69,1.23,28.24,5.79,4284.92,Low,Gamborg
Bamboo,137.67,1.55,17.72,5.7,2048.38,High,Nitsch
Mango,48.88,0.28,16.32,6.66,1846.68,High,Nitsch
Bamboo,145.46,1.54,20.34,6.62,2168.86,High,Nitsch
Wheat,38.69,0.68,19.75,5.28,2255.09,Low,Murashige & Skoog
Rose,283.03,4.21,27.15,5.3,4307.4,Medium,Gamborg
Tomato,145.27,0.93,18.79,6.62,2524.62,Low,Nitsch
Tulip,40.16,0.92,17.04,6.8,2380.34,Low,Nitsch
Apple,37.14,0.42,20.87,5.08,2827.02,Medium,Nitsch
Fern,64.95,0.23,17.63,6.77,1338.51,High,Murashige & Skoog
Apple,91.26,0.25,19.74,6.25,2551.7,Medium,Nitsch
Wheat,22.98,0.37,22.26,6.35,1858.28,Medium,White
Rose,398.71,3.62,27.82,6.62,4752.57,High,Murashige & Skoog
Tomato,141.2,2.19,28.77,5.06,1207.91,Medium,Gamborg
Bamboo,113.28,0.76,16.97,6.62,2413.16,Medium,Nitsch
Bamboo,63.05,0.74,15.78,6.33,2245.49,Medium,Murashige & Skoog
Orchid,306.01,4.94,17.07,5.15,3549.61,High,Murashige & Skoog
Wheat,37.36,0.6,19.77,5.61,1304.73,Medium,White
Tulip,64.68,0.91,25.09,6.34,1344.99,Medium,Murashige & Skoog
Tulip,99.85,0.89,20.89,5.63,2843.99,Medium,Nitsch
Rose,126.77,4.06,28.79,7.33,3215.83,Medium,B5
Fern,18.22,0.9,22.66,6.81,1467.49,Low,White
Rose,344.83,4.1,17.22,5.19,4648.39,Medium,Murashige & Skoog
Apple,59.36,0.58,18.04,6.48,2005.51,Medium,Nitsch
Cactus,139.61,0.5,18.87,7.33,1580.15,Low,Nitsch
Orchid,156.0,1.55,18.13,6.38,4838.06,Medium,Nitsch
Fern,39.11,0.61,20.35,7.28,1755.7,Medium,White
Mango,64.39,0.99,17.72,5.44,1065.65,Medium,White
Cactus,164.31,0.62,19.48,6.56,2049.56,Low,Nitsch
Tulip,11.43,0.82,15.35,5.59,1536.56,High,B5
Rose,220.21,2.41,26.35,6.6,4874.18,Medium,Gamborg
Tulip,75.25,0.79,24.37,6.73,2234.44,Low,Nitsch
Bamboo,50.23,1.69,29.29,6.62,1171.45,Low,Gamborg
Bamboo,50.98,0.83,27.22,7.23,2414.32,Low,White
Mango,59.11,0.72,25.54,6.98,2835.25,Low,Gamborg
Fern,36.42,0.67,16.05,5.75,1421.42,Medium,Gamborg
Tomato,158.97,1.2,26.23,6.1,1343.43,High,B5
Orchid,345.95,2.79,19.63,6.26,4070.26,Medium,B5
Mango,19.52,0.31,26.19,5.46,1278.08,Low,Gamborg
Tomato,194.6,1.81,26.74,5.81,1289.03,Low,Murashige & Skoog
Fern,81.22,0.57,23.64,6.4,1797.55,Low,White
Fern,69.17,0.28,28.77,5.5,2473.91,Low,Gamborg
Bamboo,187.19,0.7,24.79,7.34,2509.8,Low,Nitsch
Apple,71.88,0.78,27.82,6.86,2832.7,High,White
Fern,71.34,0.89,15.46,7.18,2395.43,High,Gamborg
Rose,287.21,4.05,24.1,5.09,3286.21,High,Gamborg
Rose,311.71,3.34,15.67,6.99,4210.25,High,Murashige & Skoog
Rose,102.52,2.14,28.34,6.34,4264.87,Medium,Nitsch
Bamboo,61.82,1.95,24.91,5.48,1777.69,Medium,Murashige & Skoog
Orchid,340.62,1.22,28.62,7.18,3416.77,Medium,Murashige & Skoog
Cactus,181.49,1.18,23.15,6.38,2370.72,High,Nitsch
Cactus,82.97,0.79,24.48,5.82,1377.59,Medium,B5
Tomato,76.2,1.97,19.57,6.22,2309.68,Low,Nitsch
Wheat,46.59,0.63,18.08,6.52,2347.96,Medium,Gamborg
Rose,387.68,1.84,22.94,6.84,4740.23,Low,B5
Wheat,93.99,0.71,15.43,5.19,2444.36,Low,Nitsch
Mango,58.06,0.58,23.44,7.49,1208.79,High,White
Tulip,89.87,0.39,27.36,5.4,1393.68,Medium,Nitsch
Tulip,62.09,0.33,27.73,7.01,1201.9,Medium,B5
Rose,316.94,1.68,19.73,7.11,4796.78,High,B5
Orchid,357.93,2.51,19.94,5.87,3831.39,Medium,B5
Wheat,58.67,0.31,17.05,7.46,1034.95,High,Murashige & Skoog
Orchid,129.8,2.3,22.56,7.48,3870.89,Medium,Nitsch
Fern,72.56,0.26,28.99,6.32,1552.51,Medium,B5
Bamboo,199.88,2.07,16.81,6.7,2490.65,Low,Nitsch
Tulip,17.09,0.13,29.07,5.64,1757.94,Medium,B5
Tomato,151.6,1.54,16.67,6.99,2128.75,Medium,Nitsch
Tomato,151.43,1.38,15.69,6.59,1171.63,High,Nitsch
Tomato,175.7,0.84,17.97,5.28,2715.19,Low,Nitsch
Tomato,53.31,1.76,21.95,6.75,2568.07,High,Gamborg
Apple,22.05,0.47,23.86,5.71,2691.99,High,White
Rose,105.36,4.16,17.86,5.88,3788.46,High,Nitsch
Fern,69.3,0.14,15.22,5.5,1636.34,High,White
Apple,41.41,0.95,16.17,6.78,1066.19,Medium,Murashige & Skoog
Tulip,35.89,0.22,22.36,7.33,1201.4,Low,Gamborg
Cactus,165.63,1.78,25.5,6.18,2815.27,High,White
Wheat,56.85,0.27,19.76,5.23,1865.23,Low,B5
Apple,99.28,0.22,25.73,7.45,1925.19,Medium,Murashige & Skoog
Tulip,11.81,0.57,18.84,5.33,2417.2,Medium,White
Tomato,168.66,0.99,19.23,7.34,1051.88,Low,Nitsch
Apple,87.81,0.81,27.79,6.84,2287.1,Low,B5
Tomato,134.3,1.7,23.23,5.61,2529.1,Medium,Nitsch
Fern,27.85,0.77,19.2,6.23,1654.4,Low,B5
